Customer,Route,VehicleClass,SourceVehicleLabel,LineType,BillingType,PricingBasis,Rate,Currency,ValidFrom,ValidTo,SourceReference,Status
"JDL","RIYADH → DAMMAN","20 TON","13.5M-20TON","ROUND_TRIP","MONTHLY","",39500,"SAR","","","Primary Row 154","ACTIVE_CANDIDATE"
"JDL","RIYADH → DAMMAN","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",22450,"SAR","","","Primary Row 155","ACTIVE_CANDIDATE"
"JDL","RIYADH → DAMMAN","20 TON","13.5M-20TON","ROUND_TRIP","MONTHLY","",33750,"SAR","","","Primary Row 156","ACTIVE_CANDIDATE"
"JDL","RIYADH → HAIL","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",21330,"SAR","","","Primary Row 157","ACTIVE_CANDIDATE"
"JDL","RIYADH → HAIL","20 TON","13.5M-20TON","ROUND_TRIP","MONTHLY","",63000,"SAR","","","Primary Row 158","ACTIVE_CANDIDATE"
"JDL","RIYADH → HAIL","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",20115,"SAR","","","Primary Row 159","ACTIVE_CANDIDATE"
"JDL","RIYADH → HAIL","20 TON","13.5M-20TON","ROUND_TRIP","MONTHLY","",61500,"SAR","","","Primary Row 160","ACTIVE_CANDIDATE"
"JDL","JEDDAH → RIYADH","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",26730,"SAR","","","Primary Row 161","ACTIVE_CANDIDATE"
"JDL","JEDDAH → RIYADH","20 TON","13.5M-20TON","ROUND_TRIP","MONTHLY","",56250,"SAR","","","Primary Row 162","ACTIVE_CANDIDATE"
"JDL","DAMMAN → RIYADH","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",22995,"SAR","","","Primary Row 163","ACTIVE_CANDIDATE"
"JDL","DAMMAN → RIYADH","20 TON","13.5M-20TON","ROUND_TRIP","MONTHLY","",39500,"SAR","","","Primary Row 164","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → MADINA","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",19500,"SAR","","","Primary Row 165","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → MADINA","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",22500,"SAR","","","Primary Row 166","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → YANBU","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",21000,"SAR","","","Primary Row 167","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → YANBU","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",22000,"SAR","","","Primary Row 168","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → YANBU","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",24435,"SAR","","","Primary Row 169","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → YANBU","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",22000,"SAR","","","Primary Row 170","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → YANBU","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",22000,"SAR","","","Primary Row 171","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → YANBU","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",26055,"SAR","","","Primary Row 172","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → MAKKAH","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",12000,"SAR","","","Primary Row 173","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → MAKKAH","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",10500,"SAR","","","Primary Row 174","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → MAKKAH","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",14850,"SAR","","","Primary Row 175","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → TAIF","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",14500,"SAR","","","Primary Row 176","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → TAIF","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",14900,"SAR","","","Primary Row 177","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → TAIF","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",17450,"SAR","","","Primary Row 178","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → TAIF","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",15000,"SAR","","","Primary Row 179","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → TAIF","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",17995,"SAR","","","Primary Row 180","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → YANBU","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",18500,"SAR","","","Primary Row 181","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → YANBU","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",18900,"SAR","","","Primary Row 182","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → YANBU","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",22950,"SAR","","","Primary Row 183","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → MADINA","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",20500,"SAR","","","Primary Row 184","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → MADINA","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",20000,"SAR","","","Primary Row 185","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → MADINA","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",23850,"SAR","","","Primary Row 186","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → MADINA","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",20900,"SAR","","","Primary Row 187","ACTIVE_CANDIDATE"
"JDL","JEDDAH SORTING CENTER → MADINA","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",24500,"SAR","","","Primary Row 188","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → JUBAIL STATION","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",12500,"SAR","","","Primary Row 189","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → JUBAIL STATION","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",12990,"SAR","","","Primary Row 190","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → JUBAIL STATION","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",14850,"SAR","","","Primary Row 191","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → HAFER AL BATIN","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",18250,"SAR","","","Primary Row 192","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → HAFER AL BATIN","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",18500,"SAR","","","Primary Row 193","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → HAFER AL BATIN","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",23500,"SAR","","","Primary Row 194","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → HAFER AL BATIN","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",19000,"SAR","","","Primary Row 195","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → HAFER AL BATIN","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",18500,"SAR","","","Primary Row 196","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → HAFER AL BATIN","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",23000,"SAR","","","Primary Row 197","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → HOFUF","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",12250,"SAR","","","Primary Row 198","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → HOFUF","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",12500,"SAR","","","Primary Row 199","ACTIVE_CANDIDATE"
"JDL","DAMMAN SORTING CENTER → HOFUF","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",15850,"SAR","","","Primary Row 200","ACTIVE_CANDIDATE"
"JDL","HAIL SORTING CENTER → TABUK","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",18500,"SAR","","","Primary Row 201","ACTIVE_CANDIDATE"
"JDL","HAIL SORTING CENTER → TABUK","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",18900,"SAR","","","Primary Row 202","ACTIVE_CANDIDATE"
"JDL","HAIL SORTING CENTER → TABUK","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",22815,"SAR","","","Primary Row 203","ACTIVE_CANDIDATE"
"JDL","HAIL SORTING CENTER → QURAYYAT","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",14250,"SAR","","","Primary Row 204","ACTIVE_CANDIDATE"
"JDL","HAIL SORTING CENTER → QURAYYAT","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",14500,"SAR","","","Primary Row 205","ACTIVE_CANDIDATE"
"JDL","HAIL SORTING CENTER → QURAYYAT","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",15210,"SAR","","","Primary Row 206","ACTIVE_CANDIDATE"
"JDL","HAIL SORTING CENTER → BURAYDAH","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",16500,"SAR","","","Primary Row 207","ACTIVE_CANDIDATE"
"JDL","HAIL SORTING CENTER → BURAYDAH","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",16900,"SAR","","","Primary Row 208","ACTIVE_CANDIDATE"
"JDL","HAIL SORTING CENTER → BURAYDAH","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",18900,"SAR","","","Primary Row 209","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → JAZAN STATION","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",18500,"SAR","","","Primary Row 210","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → JAZAN STATION","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",18900,"SAR","","","Primary Row 211","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → JAZAN STATION","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",22600,"SAR","","","Primary Row 212","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → JAZAN STATION","20 TON","13.5M-20TON","ROUND_TRIP","MONTHLY","",39500,"SAR","","","Primary Row 213","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → QUNFUDHAH","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",16500,"SAR","","","Primary Row 214","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → QUNFUDHAH","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",16830,"SAR","","","Primary Row 215","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → QUNFUDHAH","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",20835,"SAR","","","Primary Row 216","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → AL EDABI","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",16500,"SAR","","","Primary Row 217","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → AL EDABI","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",18000,"SAR","","","Primary Row 218","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → AL EDABI","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",22000,"SAR","","","Primary Row 219","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → BISHA","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",15500,"SAR","","","Primary Row 220","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → BISHA","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",12500,"SAR","","","Primary Row 221","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → BISHA","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",14500,"SAR","","","Primary Row 222","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → NAJRAN STATION","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",15500,"SAR","","","Primary Row 223","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → NAJRAN STATION","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",15900,"SAR","","","Primary Row 224","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → NAJRAN STATION","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",18450,"SAR","","","Primary Row 225","ACTIVE_CANDIDATE"
"JDL","KHAMIS SORTING CENTER → NAJRAN STATION","20 TON","13.5M-20TON","ROUND_TRIP","MONTHLY","",61500,"SAR","","","Primary Row 226","ACTIVE_CANDIDATE"
"JDL","NAJRAN STATION → SHARORAH","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",17000,"SAR","","","Primary Row 227","ACTIVE_CANDIDATE"
"JDL","NAJRAN STATION → SHARORAH","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",17450,"SAR","","","Primary Row 228","ACTIVE_CANDIDATE"
"JDL","NAJRAN STATION → SHARORAH","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",20900,"SAR","","","Primary Row 229","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → HOFUF","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",18500,"SAR","","","Primary Row 230","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → HOFUF","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",18400,"SAR","","","Primary Row 231","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → HOFUF","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",21950,"SAR","","","Primary Row 232","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → QUNFUDHAH","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",21100,"SAR","","","Primary Row 233","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → QUNFUDHAH","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",26055,"SAR","","","Primary Row 234","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → MUHAYIL","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",23000,"SAR","","","Primary Row 235","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → MUHAYIL","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",26055,"SAR","","","Primary Row 236","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → QUNFUDHAH","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",23000,"SAR","","","Primary Row 237","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → QUNFUDHAH","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",26955,"SAR","","","Primary Row 238","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → MADINA","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",20745,"SAR","","","Primary Row 239","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → MADINA","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",24435,"SAR","","","Primary Row 240","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → BURAYDAH","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",13200,"SAR","","","Primary Row 241","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → BURAYDAH","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",19900,"SAR","","","Primary Row 242","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → BURAYDAH","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",22990,"SAR","","","Primary Row 243","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → HAFER AL BATIN","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",20000,"SAR","","","Primary Row 244","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → HAFER AL BATIN","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",19900,"SAR","","","Primary Row 245","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → HAFER AL BATIN","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",23900,"SAR","","","Primary Row 246","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → MAKKAH","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",21000,"SAR","","","Primary Row 247","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → MAKKAH","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",21490,"SAR","","","Primary Row 248","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → MAKKAH","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",23900,"SAR","","","Primary Row 249","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → NAJRAN STATION","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",21500,"SAR","","","Primary Row 250","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → NAJRAN STATION","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",21990,"SAR","","","Primary Row 251","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → NAJRAN STATION","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",23990,"SAR","","","Primary Row 252","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → BISHA","3-4 TON","3TON/4TON","ROUND_TRIP","MONTHLY","",20500,"SAR","","","Primary Row 253","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → BISHA","5 TON","5M-5TON","ROUND_TRIP","MONTHLY","",20655,"SAR","","","Primary Row 254","ACTIVE_CANDIDATE"
"JDL","RIYADH SORTING CENTER → BISHA","10 TON","6.5M-10TON","ROUND_TRIP","MONTHLY","",25605,"SAR","","","Primary Row 255","ACTIVE_CANDIDATE"
"JDL","RIYADH → MAXIMUM 12H","3-4 TON","3TON/4TON","SINGLE_TRIP","EXTRA","",440,"SAR","","","Primary Row 256","ACTIVE_CANDIDATE"
"JDL","RIYADH → MAXIMUM 12H","5 TON","5M-5TON","SINGLE_TRIP","EXTRA","",450,"SAR","","","Primary Row 257","ACTIVE_CANDIDATE"
"JDL","RIYADH → MAXIMUM 12H","10 TON","6.5M-10TON","SINGLE_TRIP","EXTRA","",550,"SAR","","","Primary Row 258","ACTIVE_CANDIDATE"
"JDL","RIYADH → MAXIMUM 12H","20 TON","13.5M-20TON","SINGLE_TRIP","EXTRA","",850,"SAR","","","Primary Row 259","ACTIVE_CANDIDATE"
"JDL","JEDDAH → MAXIMUM 12H","3-4 TON","3TON/4TON","SINGLE_TRIP","EXTRA","",390,"SAR","","","Primary Row 260","ACTIVE_CANDIDATE"
"JDL","JEDDAH → MAXIMUM 12H","5 TON","5M-5TON","SINGLE_TRIP","EXTRA","",400,"SAR","","","Primary Row 261","ACTIVE_CANDIDATE"
"JDL","JEDDAH → MAXIMUM 12H","10 TON","6.5M-10TON","SINGLE_TRIP","EXTRA","",500,"SAR","","","Primary Row 262","ACTIVE_CANDIDATE"
"JDL","JEDDAH → MAXIMUM 12H","20 TON","13.5M-20TON","SINGLE_TRIP","EXTRA","",850,"SAR","","","Primary Row 263","ACTIVE_CANDIDATE"
"JDL","DAMMAN → MAXIMUM 12H","3-4 TON","3TON/4TON","SINGLE_TRIP","EXTRA","",490,"SAR","","","Primary Row 264","ACTIVE_CANDIDATE"
"JDL","DAMMAN → MAXIMUM 12H","5 TON","5M-5TON","SINGLE_TRIP","EXTRA","",500,"SAR","","","Primary Row 265","ACTIVE_CANDIDATE"
"JDL","DAMMAN → MAXIMUM 12H","10 TON","6.5M-10TON","SINGLE_TRIP","EXTRA","",600,"SAR","","","Primary Row 266","ACTIVE_CANDIDATE"
"JDL","DAMMAN → MAXIMUM 12H","20 TON","13.5M-20TON","SINGLE_TRIP","EXTRA","",890,"SAR","","","Primary Row 267","ACTIVE_CANDIDATE"
"JDL","HAIL → MAXIMUM 12H","3-4 TON","3TON/4TON","SINGLE_TRIP","EXTRA","",490,"SAR","","","Primary Row 268","ACTIVE_CANDIDATE"
"JDL","HAIL → MAXIMUM 12H","5 TON","5M-5TON","SINGLE_TRIP","EXTRA","",500,"SAR","","","Primary Row 269","ACTIVE_CANDIDATE"
"JDL","HAIL → MAXIMUM 12H","10 TON","6.5M-10TON","SINGLE_TRIP","EXTRA","",600,"SAR","","","Primary Row 270","ACTIVE_CANDIDATE"
"JDL","HAIL → MAXIMUM 12H","20 TON","13.5M-20TON","SINGLE_TRIP","EXTRA","",890,"SAR","","","Primary Row 271","ACTIVE_CANDIDATE"
"JDL","KHAMIS → MAXIMUM 12H","3-4 TON","3TON/4TON","SINGLE_TRIP","EXTRA","",490,"SAR","","","Primary Row 272","ACTIVE_CANDIDATE"
"JDL","KHAMIS → MAXIMUM 12H","5 TON","5M-5TON","SINGLE_TRIP","EXTRA","",500,"SAR","","","Primary Row 273","ACTIVE_CANDIDATE"
"JDL","KHAMIS → MAXIMUM 12H","10 TON","6.5M-10TON","SINGLE_TRIP","EXTRA","",600,"SAR","","","Primary Row 274","ACTIVE_CANDIDATE"
"JDL","KHAMIS → MAXIMUM 12H","20 TON","13.5M-20TON","SINGLE_TRIP","EXTRA","",890,"SAR","","","Primary Row 275","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → AL-KHOBAR","5 TON","5M-5TON","ROUND_TRIP","EXTRA","",475,"SAR","","","Primary Row 276","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → AL-KHOBAR","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",545,"SAR","","","Primary Row 277","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → HAIL RDC","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",2300,"SAR","","","Primary Row 278","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → HAIL RDC","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",3100,"SAR","","","Primary Row 279","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → HOFUF STATION","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",739,"SAR","","","Primary Row 280","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → HOFUF STATION","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",1300,"SAR","","","Primary Row 281","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → JEDDAH DISTRIBUTION CENTRE","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",3325,"SAR","","","Primary Row 282","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → JUBAIL","5 TON","5M-5TON","ROUND_TRIP","EXTRA","",499,"SAR","","","Primary Row 283","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → JUBAIL","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",625,"SAR","","","Primary Row 284","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → KHAMIS MUSHAIT DISTRIBUTION CENTRE","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",3900,"SAR","","","Primary Row 285","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → KHF02 STATION","5 TON","5M-5TON","ROUND_TRIP","EXTRA","",719,"SAR","","","Primary Row 286","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → KHF02 STATION","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",920,"SAR","","","Primary Row 287","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → MECCA AL-HUJJ STATION","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",3650,"SAR","","","Primary Row 288","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → RIYADH AL AARID STATION","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",924,"SAR","","","Primary Row 289","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → RIYADH CENTRE","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",1590,"SAR","","","Primary Row 290","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → RIYADH DISPATCH STATION","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",924,"SAR","","","Primary Row 291","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → RIYADH DISPATCH STATION","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",1590,"SAR","","","Primary Row 292","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → RIYADH STATION","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",1590,"SAR","","","Primary Row 293","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → TUWAIQ STATION","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",974,"SAR","","","Primary Row 294","ACTIVE_CANDIDATE"
"iMile","DAMMAM RDC → TUWAIQ STATION","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",1590,"SAR","","","Primary Row 295","ACTIVE_CANDIDATE"
"iMile","HAIL STATION → ARAR STATION","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",1630,"SAR","","","Primary Row 296","ACTIVE_CANDIDATE"
"iMile","HAIL STATION → QURAYYAT STATION","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",1650,"SAR","","","Primary Row 297","ACTIVE_CANDIDATE"
"iMile","HAIL STATION → RAFHA STATION","5 TON","5M-5TON","ROUND_TRIP","EXTRA","",925,"SAR","","","Primary Row 298","ACTIVE_CANDIDATE"
"iMile","HAIL STATION → RIYADH RETURN CENTRE","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",2750,"SAR","","","Primary Row 299","ACTIVE_CANDIDATE"
"iMile","HAIL STATION → SAKAKA STATION","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",1068,"SAR","","","Primary Row 300","ACTIVE_CANDIDATE"
"iMile","HAIL STATION → TABUK STATION","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",1650,"SAR","","","Primary Row 301","ACTIVE_CANDIDATE"
"iMile","HAIL STATION → TABUK STATION","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",2900,"SAR","","","Primary Row 302","ACTIVE_CANDIDATE"
"iMile","INSIDE JEDDAH → INSIDE JEDDAH","5 TON","5M-5TON","ROUND_TRIP","EXTRA","",475,"SAR","","","Primary Row 303","ACTIVE_CANDIDATE"
"iMile","INSIDE JEDDAH → INSIDE JEDDAH","10 TON","6.5M-10TON","ROUND_TRIP","EXTRA","",545,"SAR","","","Primary Row 304","ACTIVE_CANDIDATE"
"iMile","INSIDE JEDDAH → INSIDE JEDDAH","20 TON","13.5M-20TON","ROUND_TRIP","EXTRA","",1150,"SAR","","","Primary Row 305","ACTIVE_CANDIDATE"
"iMile","INSIDE RIYADH → INSIDE RIYADH","5 TON","5M-5TON","ROUND_TRIP","EXTRA","",475,"SAR","","","Primary Row 306","ACTIVE_CANDIDATE"
